GeneticID	PCA1	PCA2	Group	Period
Istanbul25098.HO	-0.0062	-0.0017	Turkish	Modern
Adana23133.HO	0.0256	0.0127	Turkish	Modern
Trabzon21515.HO	0.0277	0.0022	Turkish	Modern
Kayseri24032.HO	0.0246	0.0125	Turkish	Modern
Kayseri23549.HO	0.0258	0.0178	Turkish	Modern
Trabzon21544.HO	0.0304	0.01	Turkish	Modern
Adana23150.HO	0.0135	0.0163	Turkish	Modern
Kayseri23271.HO	0.0257	0.0083	Turkish	Modern
Trabzon21645.HO	0.0261	0.0138	Turkish	Modern
Adana23147.HO	0.0269	0	Turkish	Modern
Aydin18483.HO	0.021	0.0332	Turkish	Modern
Aydin18419.HO	0.0161	0.0192	Turkish	Modern
Kayseri24276.HO	0.0285	0.0114	Turkish	Modern
Istanbul19708.HO	0.0226	0.0285	Turkish	Modern
Trabzon21173.HO	0.0323	0.0095	Turkish	Modern
Adana23112.HO	0.023	0.0175	Turkish	Modern
Adana23117.HO	0.0219	0.0149	Turkish	Modern
Lebanese1AQ127.HO	0.0348	-0.0158	Lebanese_Christian	Modern
Lebanese1AQ170.HO	0.0345	-0.0156	Lebanese_Christian	Modern
Lebanese2AQ121.HO	0.0421	-0.0145	Lebanese_Muslim	Modern
Lebanese2AQ127.HO	0.0406	-0.0102	Lebanese_Muslim	Modern
Lebanese4AQ115.HO	0.034	-0.0169	Lebanese_Christian	Modern
Lebanese6AQ115.HO	0.0338	-0.0144	Lebanese_Christian	Modern
Lebanese6AQ170.HO	0.0343	-0.0148	Lebanese_Christian	Modern
Lebanese6AS15.HO	0.031	-0.0118	Lebanese_Muslim	Modern
Lebanese7AQ150.HO	0.0345	-7e-4	Lebanese_Muslim	Modern
Lebanese7AR20.HO	0.033	-0.0041	Lebanese_Muslim	Modern
Lebanese7AR23.HO	0.0369	-0.0113	Lebanese_Muslim	Modern
Lebanese8AS15.HO	0.0322	-0.0181	Lebanese_Christian	Modern
Lebanese10AQ127.HO	0.0412	-0.0248	Lebanese_Muslim	Modern
Lebanese10AR37.HO	0.0361	-0.0134	Lebanese_Christian	Modern
Lebanese11AS14.HO	0.0328	-0.0157	Lebanese_Muslim	Modern
Lebanese20AR21.HO	0.038	-0.0147	Lebanese_Muslim	Modern
Lebanese22BA23.HO	0.0351	-0.013	Lebanese_Christian	Modern
Lebanese24AR27.HO	0.0389	-0.0122	Lebanese_Muslim	Modern
Lebanese30AR21.HO	0.0402	-0.0158	Lebanese_Muslim	Modern
PV019.HO	0.0356	0.0377	Iranian	Modern
PV020.HO	0.0327	0.0292	Iranian	Modern
PV021.HO	0.0316	0.0362	Iranian	Modern
PV022.HO	0.0341	0.0337	Iranian	Modern
PV023.HO	0.0352	0.0388	Iranian	Modern
PV024.HO	0.0347	0.0352	Iranian	Modern
PV025.HO	0.0345	0.0321	Iranian	Modern
PV026.HO	0.0352	0.0388	Iranian	Modern
PV027.HO	0.0352	0.0341	Iranian	Modern
PV028.HO	0.0354	0.035	Iranian	Modern
ITS4.HO	0.0127	-0.0157	Italian_South	Modern
ITS5.HO	0.0082	-0.0173	Italian_South	Modern
ITS7.HO	0.0096	-0.0171	Italian_South	Modern
PV009.HO	0.0325	0.0199	Iranian	Modern
PV010.HO	0.0329	0.026	Iranian	Modern
PV011.HO	0.0316	0.0237	Iranian	Modern
PV012.HO	0.0361	0.0229	Iranian	Modern
PV013.HO	0.0332	0.0285	Iranian	Modern
PV014.HO	0.0294	0.026	Iranian	Modern
PV015.HO	0.0334	0.0237	Iranian	Modern
PV016.HO	0.0338	0.023	Iranian	Modern
PV017.HO	0.0313	0.0266	Iranian	Modern
PV018.HO	0.032	0.0284	Iranian	Modern
PV029.HO	0.0344	0.0248	Iranian	Modern
PV030.HO	0.0342	0.025	Iranian	Modern
PV031.HO	0.0366	0.0344	Iranian	Modern
PV032.HO	0.0342	0.0315	Iranian	Modern
PV033.HO	0.0312	0.028	Iranian	Modern
PV034.HO	0.0315	0.0252	Iranian	Modern
PV035.HO	0.0322	0.0301	Iranian	Modern
PV036.HO	0.039	0.0281	Iranian	Modern
PV037.HO	0.0359	0.0268	Iranian	Modern
PV038.HO	0.0321	0.0297	Iranian	Modern
A306.HO	-0.0194	0.0048	Romanian	Modern
A325.HO	-0.0122	-0.0023	Romanian	Modern
A343.HO	-0.0125	-0.0042	Romanian	Modern
A362.HO	-0.014	9e-4	Romanian	Modern
A374.HO	-0.0144	5e-4	Romanian	Modern
Assyrian151.HO	0.0357	0.0061	Assyrian	Modern
Assyrian152.HO	0.0336	0.0076	Assyrian	Modern
Assyrian153.HO	0.0322	0.0058	Assyrian	Modern
Assyrian155.HO	0.0338	-4e-4	Assyrian	Modern
Assyrian159.HO	0.0358	0.0026	Assyrian	Modern
Assyrian160.HO	0.0333	0.0142	Assyrian	Modern
Assyrian161.HO	0.0352	0.005	Assyrian	Modern
Assyrian162.HO	0.035	0.0054	Assyrian	Modern
Assyrian163.HO	0.0328	0.0079	Assyrian	Modern
Assyrian164.HO	0.0335	8e-4	Assyrian	Modern
Assyrian165.HO	0.0353	0.0049	Assyrian	Modern
G408.HO	-0.0118	0.0045	Romanian	Modern
G421.HO	-0.0114	-0.003	Romanian	Modern
G428.HO	-0.0115	-0.0022	Romanian	Modern
G429.HO	-0.0109	-0.0022	Romanian	Modern
G434.HO	-0.0116	-6e-4	Romanian	Modern
I11699	-0.0191	-0.0182	Austria.Hungary.Slovenia_IA	IA
I11701	-0.0158	-0.0138	Austria.Hungary.Slovenia_IA	IA
I11708	-0.0188	-0.0151	Austria.Hungary.Slovenia_IA	IA
I26628	-0.0311	-0.0098	Channel.Islands_IA	IA
I16430	-0.0274	-0.017	Channel.Islands_IA	IA
I16505	-0.0293	-0.0136	Channel.Islands_IA	IA
I26629	-0.0315	-0.0091	Channel.Islands_IA	IA
I23904	-0.0077	-0.0184	Croatia.Serbia_IA	IA
I23911	-0.0117	-0.0194	Croatia.Serbia_IA	IA
I23995	-0.0116	-0.0146	Croatia.Serbia_IA	IA
I23996	-0.0102	-0.02	Croatia.Serbia_IA	IA
I24638	-0.0149	-0.0212	Croatia.Serbia_IA	IA
I24879	-0.0149	-0.01	Croatia.Serbia_IA	IA
I24882	-0.0132	-0.0189	Croatia.Serbia_IA	IA
I24345	-0.0173	-0.0096	Croatia.Serbia_IA	IA
I26742	-0.0067	-0.0221	Croatia.Serbia_IA	IA
I14983	-0.0244	-0.0067	CzechRepublic.Slovakia.Germany_IA	IA
I15071	-0.0184	-0.001	CzechRepublic.Slovakia.Germany_IA	IA
I16088	-0.0228	-0.004	CzechRepublic.Slovakia.Germany_IA	IA
I16327	-0.0242	-0.0086	CzechRepublic.Slovakia.Germany_IA	IA
I16329	-0.0307	-0.0176	CzechRepublic.Slovakia.Germany_IA	IA
I14984	-0.0243	-0.0152	CzechRepublic.Slovakia.Germany_IA	IA
I14985	-0.024	-0.0103	CzechRepublic.Slovakia.Germany_IA	IA
I14986	-0.0208	-0.0161	CzechRepublic.Slovakia.Germany_IA	IA
I15039	-0.0288	-0.0038	CzechRepublic.Slovakia.Germany_IA	IA
I15043	-0.0248	-0.0175	CzechRepublic.Slovakia.Germany_IA	IA
I15046	-0.0259	-0.0158	CzechRepublic.Slovakia.Germany_IA	IA
I15047	-0.019	-0.0094	CzechRepublic.Slovakia.Germany_IA	IA
I15048	-0.0289	-0.0101	CzechRepublic.Slovakia.Germany_IA	IA
I15951	-0.029	-0.0138	CzechRepublic.Slovakia.Germany_IA	IA
I15952	-0.018	-0.0087	CzechRepublic.Slovakia.Germany_IA	IA
I15954	-0.0193	-0.0181	CzechRepublic.Slovakia.Germany_IA	IA
I16269	-0.0237	0.0025	CzechRepublic.Slovakia.Germany_IA	IA
I16271	-0.0269	-0.0153	CzechRepublic.Slovakia.Germany_IA	IA
I17143	-0.0251	-0.0117	CzechRepublic.Slovakia.Germany_IA	IA
I17146	-0.0236	-0.0187	CzechRepublic.Slovakia.Germany_IA	IA
I17314	-0.022	-0.0108	CzechRepublic.Slovakia.Germany_IA	IA
I17315	-0.0213	-0.0111	CzechRepublic.Slovakia.Germany_IA	IA
I17321	-0.0279	-0.0176	CzechRepublic.Slovakia.Germany_IA	IA
I17323	-0.0258	-0.0204	CzechRepublic.Slovakia.Germany_IA	IA
I17324	-0.0218	-0.0206	CzechRepublic.Slovakia.Germany_IA	IA
I20504	-0.0245	-0.0073	CzechRepublic.Slovakia.Germany_IA	IA
I20513	-0.0177	-0.0167	CzechRepublic.Slovakia.Germany_IA	IA
I20518	-0.0151	-0.0114	CzechRepublic.Slovakia.Germany_IA	IA
I20519	-0.0251	-0.0164	CzechRepublic.Slovakia.Germany_IA	IA
I20521	-0.0161	-0.0054	CzechRepublic.Slovakia.Germany_IA	IA
I20522	-0.023	-0.0137	CzechRepublic.Slovakia.Germany_IA	IA
I11033	-0.0307	-0.0013	England.and.Wales_IA	-
I13758	-0.0295	-0.0037	England.and.Wales_IA	-
I14107	-0.0303	0.0026	England.and.Wales_IA	-
I0525	-0.0291	0.0035	England.and.Wales_IA	-
I14106	-0.0334	-2e-4	England.and.Wales_BA	-
I22057	-0.0305	8e-4	England.and.Wales_BA	-
I22062	-0.0311	-0.0049	England.and.Wales_BA	-
I22064	-0.0317	-0.0018	England.and.Wales_BA	-
I5502	-0.0309	-5e-4	England.and.Wales_BA	-
I12412	-0.0317	-0.003	England.and.Wales_BA	-
I14100	-0.0286	-0.004	England.and.Wales_BA	-
I22055	-0.0305	-0.0045	England.and.Wales_BA	-
I22056	-0.03	0.0012	England.and.Wales_BA	-
I0527	-0.0329	0.0055	England.and.Wales_BA	-
I11034	-0.0334	-0.0035	England.and.Wales_BA	-
I12411	-0.0306	-0.0029	England.and.Wales_BA	-
I12413	-0.0342	0.0017	England.and.Wales_BA	-
I12414	-0.0318	-2e-4	England.and.Wales_BA	-
I12415	-0.0307	-0.0067	England.and.Wales_BA	-
I13751	-0.0286	-0.0015	England.and.Wales_BA	-
I13753	-0.0329	0.0041	England.and.Wales_BA	-
I13754	-0.0302	-5e-4	England.and.Wales_BA	-
I13755	-0.0331	5e-4	England.and.Wales_BA	-
I13756	-0.0329	0.0022	England.and.Wales_IA	-
I13757	-0.0282	1e-4	England.and.Wales_IA	-
I13760	-0.0338	-0.0093	England.and.Wales_IA	-
I14099	-0.0299	-0.0071	England.and.Wales_IA	-
I14101	-0.0305	-0.0034	England.and.Wales_IA	-
I14102	-0.0323	-0.0039	England.and.Wales_IA	-
I14103	-0.0307	-0.004	England.and.Wales_IA	-
I14104	-0.0301	0	England.and.Wales_IA	-
I14105	-0.0306	-7e-4	England.and.Wales_IA	-
I14108	-0.0299	-0.002	England.and.Wales_IA	-
I14327	-0.0299	-0.0033	England.and.Wales_IA	-
I22052	-0.0306	-0.001	England.and.Wales_IA	-
I22060	-0.0308	-0.0037	England.and.Wales_IA	-
I22065	-0.0286	-0.0086	England.and.Wales_IA	-
I5503	-0.0312	0.0036	England.and.Wales_IA	-
I5505	-0.0304	0.0017	England.and.Wales_IA	-
I5506	-0.03	-0.0075	England.and.Wales_IA	-
I5508	-0.0295	0.0023	England.and.Wales_IA	-
I13752	-0.0282	-0.0046	England.and.Wales_IA	-
I11149	-0.0321	-0.0041	England.and.Wales_IA	-
I11154	-0.0298	0.0032	England.and.Wales_IA	-
I11995	-0.0283	-0.0018	England.and.Wales_IA	-
I12610	-0.0318	-0.0115	England.and.Wales_N	-
I12787	-0.0301	-0.0103	England.and.Wales_N	-
I13682	-0.029	0.0018	England.and.Wales_N	-
I13684	-0.0334	-0.0042	England.and.Wales_N	-
I13688	-0.0307	-9e-4	England.and.Wales_N	-
I13689	-0.0292	-0.0074	England.and.Wales_N	-
I14381	-0.0324	-0.0082	England.and.Wales_N	-
I14743_d	-0.0301	0.006	England.and.Wales_N	-
I14747	-0.032	5e-4	England.and.Wales_N	-
I14857	-0.0321	-0.0075	England.and.Wales_N	-
I16600	-0.0269	-0.0133	England.and.Wales_N	-
I16602	-0.0336	-0.0053	England.and.Wales_N	-
I16612	-0.033	0.0026	England.and.Wales_N	-
I16617	-0.0316	0.0012	England.and.Wales_N	-
I16618	-0.0301	-0.0038	England.and.Wales_N	-
I17260	-0.032	-0.0049	England.and.Wales_N	-
I19287	-0.0324	-0.006	England.and.Wales_N	-
I19861	-0.0243	-0.0035	England.and.Wales_N	-
I19862	-0.034	-0.0093	England.and.Wales_N	-
I19863	-0.028	-0.0107	England.and.Wales_IA	-
I19868	-0.0272	-0.0016	England.and.Wales_IA	-
I20585	-0.0274	-0.0075	England.and.Wales_IA	-
I27381	-0.0331	5e-4	England.and.Wales_IA	-
I27382	-0.0285	-0.011	England.and.Wales_IA	-
I12772	-0.0353	0.0011	England.and.Wales_IA	-
I16380	-0.0355	0.0023	England.and.Wales_IA	-
I16388	-0.0302	-0.0039	England.and.Wales_IA	-
I16439	-0.0282	-0.002	England.and.Wales_IA	-
I16440	-0.0291	0.002	England.and.Wales_IA	-
I16441	-0.0322	0.0045	England.and.Wales_IA	-
I16453	-0.032	0.0097	England.and.Wales_IA	-
I16620	-0.0303	-0.0024	England.and.Wales_IA	-
I21305	-0.0303	-0.0011	England.and.Wales_IA	-
I6769	-0.0315	-0.0036	England.and.Wales_IA	-
I0156.SG	-0.0333	0.001	England.and.Wales_IA	-
M1489_noUDG.SG	-0.0285	-0.0028	England.and.Wales_IA	-
I0160.SG	-0.0317	0.0037	England.and.Wales_IA	-
I0789.SG	-0.0293	-0.0014	England.and.Wales_IA	-
I11142	-0.0278	-0.0023	England.and.Wales_IA	-
I11144	-0.0324	-1e-4	England.and.Wales_IA	-
I11145	-0.033	-1e-4	England.and.Wales_IA	-
I12785	-0.0315	-0.001	England.and.Wales_IA	-
I12791	-0.032	-0.0025	England.and.Wales_IA	-
I14351	-0.0271	-0.0025	England.and.Wales_IA	-
I14552_d	-0.0271	-0.009	England.and.Wales_IA	-
I18599	-0.0305	-0.0015	England.and.Wales_IA	-
I19047	-0.0303	0.0016	England.and.Wales_IA	-
I19587	-0.0259	-0.0132	England.and.Wales_IA	-
I19870	-0.0295	-0.0073	England.and.Wales_IA	-
I21302	-0.0304	-0.0133	England.and.Wales_IA	-
I21303	-0.0329	-0.0044	England.and.Wales_IA	-
I21315	-0.0298	-0.0085	England.and.Wales_IA	-
I5365	-0.0337	-0.0053	England.and.Wales_IA	-
I14360	-0.0299	-0.0021	England.and.Wales_IA	-
I11146	-0.0346	-2e-4	England.and.Wales_IA	-
I11147	-0.0292	0.0015	England.and.Wales_Roman	-
I11148	-0.0324	-0.002	England.and.Wales_Roman	-
I11150	-0.0293	-0.0031	England.and.Wales_Roman	-
I11151	-0.0301	-0.0051	England.and.Wales_Roman	-
I11153	-0.0313	-0.0035	England.and.Wales_Roman	-
I11156	-0.0286	-0.0047	England.and.Wales_Roman	-
I11997	-0.0319	-0.0013	England.and.Wales_Roman	-
I12770	-0.0325	-0.0062	England.and.Wales_Roman	-
I12771	-0.032	0.0034	England.and.Wales_Roman	-
I12775	-0.032	3e-4	England.and.Wales_Roman	-
I13615	-0.031	-0.0043	England.and.Wales_Roman	-
I13680	-0.0305	-0.0051	England.and.Wales_Roman	-
I13685	-0.031	-0.0054	England.and.Wales_Roman	-
I13687	-0.0315	9e-4	England.and.Wales_IA	-
I13717	-0.0302	-0.0043	England.and.Wales_IA	-
I13727	-0.0284	-0.0022	England.and.Wales_IA	-
I13728	-0.0305	-0.0028	England.and.Wales_IA	-
I13729	-0.0299	-0.0055	England.and.Wales_IA	-
I13730	-0.0281	-0.0058	England.and.Wales_IA	-
I13731	-0.0341	-0.0012	England.and.Wales_IA	-
I13732	-0.0294	0.0019	England.and.Wales_IA	-
I14347	-0.0351	-0.0017	England.and.Wales_IA	-
I14348	-0.0278	-0.0018	England.and.Wales_IA	-
I14380	-0.0293	-0.0042	England.and.Wales_IA	-
I14549	-0.0287	-0.0043	England.and.Wales_IA	-
I14551	-0.0295	-0.0051	England.and.Wales_IA	-
I14800	-0.0289	-0.0102	England.and.Wales_IA	-
I14801	-0.0324	-0.0045	England.and.Wales_IA	-
I14802	-0.0314	-0.0056	England.and.Wales_IA	-
I14804	-0.0351	-7e-4	England.and.Wales_IA	-
I14806	-0.0278	-7e-4	England.and.Wales_IA	-
I14807	-0.0295	-0.0021	England.and.Wales_IA	-
I14808	-0.0281	-0.0069	England.and.Wales_IA	-
I14858	-0.0317	-0.0012	England.and.Wales_IA	-
I14859	-0.0284	-0.0092	England.and.Wales_IA	-
I14860	-0.0293	-0.0021	England.and.Wales_IA	-
I14863	-0.0336	0.0011	England.and.Wales_IA	-
I14866	-0.0298	-0.0054	England.and.Wales_IA	-
I16591	-0.028	-4e-4	England.and.Wales_IA	-
I16592	-0.0311	-0.0031	England.and.Wales_IA	-
I16593	-0.0274	0.0082	England.and.Wales_IA	-
I16595	-0.0318	4e-4	England.and.Wales_IA	-
I16597	-0.0225	-0.0067	England.and.Wales_IA	-
I16599	-0.033	-2e-4	England.and.Wales_IA	-
I16611	-0.0338	-0.0051	England.and.Wales_IA	-
I17014	-0.0283	-0.0079	England.and.Wales_IA	-
I17015	-0.0347	-0.0069	England.and.Wales_Viking	-
I17016	-0.0271	-6e-4	England.and.Wales_Viking	-
I17261	-0.0279	-0.0091	England.and.Wales_Viking	-
I19044	-0.0279	-0.0063	England.and.Wales_Viking	-
I19045	-0.0287	-0.0056	England.and.Wales_Viking	-
I19046	-0.0286	-0.0064	England.and.Wales_Viking	-
I19207	-0.0294	-0.0046	England.and.Wales_Viking	-
I19211	-0.0275	0.0015	England.and.Wales_Viking	-
I19652	-0.0332	9e-4	England.and.Wales_Viking	-
I19653	-0.0322	-0.0032	England.and.Wales_Viking	-
I19654	-0.0274	-0.0087	England.and.Wales_Viking	-
I19656	-0.0339	-0.0034	England.and.Wales_Viking	-
I19856	-0.024	-0.0054	England.and.Wales_Viking	-
I19873	-0.0309	-0.0136	England.and.Wales_Viking	-
I19874	-0.0337	-0.0036	England.and.Wales_Viking	-
I19907	-0.0278	-6e-4	England.and.Wales_Viking	-
I19908	-0.0266	-0.0095	England.and.Wales_Viking	-
I19909	-0.0294	0.0013	England.and.Wales_Viking	-
I19910	-0.0236	-0.0103	England.and.Wales_Viking	-
I19911	-0.0307	-0.0109	England.and.Wales_IA	-
I19912	-0.0313	8e-4	England.and.Wales_IA	-
I19914	-0.0294	-0.0043	England.and.Wales_IA	-
I20582	-0.0282	-0.0054	England.and.Wales_IA	-
I20586	-0.0281	-6e-4	England.and.Wales_IA	-
I20587	-0.0252	-0.0088	England.and.Wales_IA	-
I20588	-0.0274	-0.0095	England.and.Wales_IA	-
I20589	-0.0319	-0.0021	England.and.Wales_IA	-
I20620	-0.0399	-0.0019	England.and.Wales_IA	-
I20627	-0.0292	-0.0024	England.and.Wales_IA	-
I20990	-0.0335	-0.0026	England.and.Wales_IA	-
I21178	-0.0291	-0.0043	England.and.Wales_IA	-
I21179	-0.0303	-9e-4	England.and.Wales_IA	-
I21180	-0.03	-0.0066	England.and.Wales_IA	-
I21181	-0.0289	-0.0042	England.and.Wales_IA	-
I21182	-0.0277	-0.004	England.and.Wales_IA	-
I21293	-0.0354	-6e-4	England.and.Wales_IA	-
I3014	-0.0311	-4e-4	England.and.Wales_IA	-
I7632	-0.0278	-0.0072	England.and.Wales_IA	-
I11143	-0.0294	-0.0033	England.and.Wales_IA	-
I11152	-0.034	-0.0078	England.and.Wales_IA	-
I11991	-0.0286	-0.0048	England.and.Wales_IA	-
I11992	-0.0313	-0.0059	England.and.Wales_IA	-
I11993	-0.0346	-0.0044	England.and.Wales_IA	-
I11994	-0.0308	-0.0033	England.and.Wales_IA	-
I12790	-0.0324	-0.0019	England.and.Wales_IA	-
I12793	-0.0316	-0.0043	England.and.Wales_IA	-
I12926	-0.0323	-0.0032	England.and.Wales_IA	-
I13616	-0.0326	0.0079	England.and.Wales_IA	-
I13726	-0.0288	-0.0071	England.and.Wales_IA	-
I14353	-0.0279	-0.0094	England.and.Wales_IA	-
I14809	-0.0314	-0.0062	England.and.Wales_IA	-
I14837	-0.0338	-1e-4	England.and.Wales_IA	-
I16386	-0.0286	-0.0044	England.and.Wales_IA	-
I16450	-0.0315	-0.0024	England.and.Wales_IA	-
I16455	-0.0368	-0.0113	England.and.Wales_IA	-
I16457	-0.026	-0.0074	England.and.Wales_IA	-
I16458	-0.0315	-0.0028	England.and.Wales_IA	-
I16601	-0.0337	-6e-4	England.and.Wales_IA	-
I16619	-0.0271	0.0028	England.and.Wales_IA	-
I17262	-0.031	-0.0082	England.and.Wales_IA	-
I17263	-0.0323	-0.0103	England.and.Wales_IA	-
I17264	-0.0284	-0.0082	England.and.Wales_IA	-
I17266	-0.0264	-0.0098	England.and.Wales_IA	-
I17267	-0.0322	-0.0033	England.and.Wales_IA	-
I19040	-0.0306	-0.0032	England.and.Wales_IA	-
I19042	-0.0318	-0.0024	England.and.Wales_IA	-
I19657	-0.0331	-0.0046	England.and.Wales_IA	-
I19854	-0.0313	-0.003	England.and.Wales_IA	-
I19855	-0.0295	-0.0104	England.and.Wales_IA	-
I20584	-0.0295	-0.0071	England.and.Wales_IA	-
I20621	-0.028	0.002	England.and.Wales_IA	-
I20622	-0.0331	0.0019	England.and.Wales_IA	-
I20623	-0.027	-0.0014	England.and.Wales_IA	-
I20624	-0.0285	-0.0084	England.and.Wales_IA	-
I20626	-0.0348	-0.0073	England.and.Wales_IA	-
I20628	-0.0366	0.0026	England.and.Wales_IA	-
I20630_d	-0.0337	0.0044	England.and.Wales_IA	-
I20631	-0.0323	-0.0052	England.and.Wales_IA	-
I20634	-0.0298	0.0108	England.and.Wales_IA	-
I20982	-0.0302	-0.0073	England.and.Wales_IA	-
I20983	-0.0308	-0.0048	England.and.Wales_IA	-
I20984	-0.0301	-0.0042	England.and.Wales_IA	-
I20985	-0.0317	-0.0088	England.and.Wales_IA	-
I20986	-0.0311	-0.0042	England.and.Wales_IA	-
I20987	-0.0267	-0.0041	England.and.Wales_IA	-
I20988	-0.0321	-0.0055	England.and.Wales_IA	-
I20989	-0.0331	-0.0067	England.and.Wales_IA	-
I21271	-0.0301	-0.0115	England.and.Wales_IA	-
I21272	-0.03	-0.0013	England.and.Wales_IA	-
I21274	-0.0247	-0.0031	England.and.Wales_IA	-
I21275	-0.0324	-0.007	England.and.Wales_IA	-
I21277	-0.0312	-9e-4	England.and.Wales_IA	-
I21307	-0.031	-0.0028	England.and.Wales_IA	-
I21308	-0.0345	-0.0036	England.and.Wales_IA	-
I21309	-0.0294	-0.0065	England.and.Wales_IA	-
I21310	-0.0314	-0.0043	England.and.Wales_IA	-
I21311	-0.0286	-0.0077	England.and.Wales_IA	-
I21312	-0.0274	-0.0086	England.and.Wales_IA	-
I21313	-0.0299	-0.0107	England.and.Wales_IA	-
I21314	-0.0288	-0.009	England.and.Wales_IA	-
I14378	-0.0324	0.0036	England.and.Wales_IA	-
Jeb8.SG	-0.0238	-0.0115	France.Switzerland_IA	IA
NOR3-15.SG	-0.0229	-0.0124	France.Switzerland_IA	IA
NOR3-6.SG	-0.0278	-0.0105	France.Switzerland_IA	IA
I19356	-0.0271	2e-4	France.Switzerland_IA	IA
I19357	-0.0332	-0.0069	France.Switzerland_IA	IA
I19358	-0.0257	-0.0071	France.Switzerland_IA	IA
I19359	-0.0242	-0.0097	France.Switzerland_IA	IA
I19362	-0.0327	0.0019	France.Switzerland_IA	IA
I20813	-0.0203	-0.0227	France.Switzerland_IA	IA
I20815	-0.0239	-0.0112	France.Switzerland_IA	IA
I20817	-0.0292	5e-4	France.Switzerland_IA	IA
I20827	-0.0281	-0.0152	France.Switzerland_IA	IA
I21402	-0.0264	-0.0157	France.Switzerland_IA	IA
I21931	-0.0248	-0.0085	France.Switzerland_IA	IA
COL11.SG	-0.0253	-0.0057	France.Switzerland_IA	IA
COL153A.SG	-0.0296	-0.0101	France.Switzerland_IA	IA
COL153i.SG	-0.0238	-0.0175	France.Switzerland_IA	IA
ERS1164.SG	-0.0257	-0.006	France.Switzerland_IA	IA
ERS86.SG	-0.0183	-0.0088	France.Switzerland_IA	IA
ATT26.SG	-0.0271	-0.0078	France.Switzerland_IA	IA
BFM265.SG	-0.0246	-0.0091	France.Switzerland_IA	IA
I15027	-0.0293	-0.0053	France.Switzerland_IA	IA
BES1248.SG	-0.0269	-0.0034	France.Switzerland_IA	IA
PEY53.SG	-0.0234	-0.0122	France.Switzerland_IA	IA
HG00096.SG	-0.0357	3e-4	Scottish	Modern
HG00101.SG	-0.0351	0.0022	Scottish	Modern
HG00102.SG	-0.0395	-0.0068	Scottish	Modern
HG00106.SG	-0.0358	0.0056	Scottish	Modern
HG00107.SG	-0.0392	0.0021	Scottish	Modern
HG00108.SG	-0.0343	6e-4	Scottish	Modern
HG00109.SG	-0.0357	-0.0078	Scottish	Modern
HG00111.SG	-0.0359	0.0025	Scottish	Modern
HG00114.SG	-0.0365	-0.0022	Scottish	Modern
HG00118.SG	-0.0336	-0.0059	Scottish	Modern
HG00121.SG	-0.0366	0.0082	Scottish	Modern
HG00125.SG	-0.0359	0.0087	Scottish	Modern
HG00126.SG	-0.0348	-0.0068	English	Modern
HG00127.SG	-0.0342	-0.0033	English	Modern
HG00128.SG	-0.0319	-0.0071	English	Modern
HG00129.SG	-0.0343	-0.0034	English	Modern
HG00130.SG	-0.0297	-0.0083	English	Modern
HG00136.SG	-0.0349	0.0012	English	Modern
HG00137.SG	-0.0358	-0.0059	English	Modern
HG00138.SG	-0.0326	-0.0096	English	Modern
HG00142.SG	-0.0312	-0.0106	English	Modern
HG00143.SG	-0.0314	-0.001	English	Modern
HG00150.SG	-0.0327	-0.0016	English	Modern
HG00151.SG	-0.0346	-0.0052	English	Modern
HG00154.SG	-0.0337	-0.0033	English	Modern
HG00158.SG	-0.0338	0.0029	English	Modern
HG00231.SG	-0.0304	-7e-4	English	Modern
HG00232.SG	-0.0299	-0.0066	English	Modern
HG00233.SG	-0.0329	-0.0163	English	Modern
HG00234.SG	-0.0335	-0.0038	English	Modern
HG00237.SG	-0.0333	-0.0039	English	Modern
HG00242.SG	-0.0329	-0.0019	English	Modern
HG00246.SG	-0.0314	-8e-4	English	Modern
HG00251.SG	-0.0347	-0.0073	English	Modern
HG00252.SG	-0.0364	-0.0041	English	Modern
HG00255.SG	-0.0342	0.0034	English	Modern
HG00257.SG	-0.0321	2e-4	English	Modern
HG00259.SG	-0.0337	-0.0055	English	Modern
HG00260.SG	-0.0332	-0.0015	English	Modern
HG00261.SG	-0.0317	-0.0053	English	Modern
HG00263.SG	-0.0328	-0.0076	English	Modern
HG00265.SG	-0.0352	-0.009	English	Modern
HG01334.SG	-0.032	0.0031	English	Modern
HG01789.SG	-0.0343	-0.0088	English	Modern
HG01790.SG	-0.0312	-0.0052	English	Modern
HG01791.SG	-0.0317	-0.0038	English	Modern
MX265	-0.0194	-0.0044	CzechRepublic.Slovakia.Germany_IA	IA
I18227	-0.0254	-0.0146	Austria.Hungary.Slovenia_IA	IA
I18213	-0.0221	-0.0129	Austria.Hungary.Slovenia_IA	IA
I18239	-0.0165	-0.0157	Austria.Hungary.Slovenia_IA	IA
I18246	-0.0199	-0.0128	Austria.Hungary.Slovenia_IA	IA
I18181	-0.0269	-0.014	Austria.Hungary.Slovenia_IA	IA
I18220	-0.02	-0.0101	Austria.Hungary.Slovenia_IA	IA
I18488	-0.0217	-0.0171	Austria.Hungary.Slovenia_IA	IA
I18526	-0.0187	-0.0201	Austria.Hungary.Slovenia_IA	IA
I18527	-0.0241	-0.0109	Austria.Hungary.Slovenia_IA	IA
I18528	-0.011	-0.0119	Austria.Hungary.Slovenia_IA	IA
I18529	-0.0157	-0.0153	Austria.Hungary.Slovenia_IA	IA
