Genetic ID	Master ID
I36947.TW	I36947
S41283_Shoal.2_SQ.TW	I41283
I36944.TW	I36944
I20615.AG	I20615
I14350.AG	I14350
I35708.TW	I35708
I14349.AG	I14349
I35701.TW	I35701
I19212.AG	I19212
I16407.AG	I16407
I16492.AG	I16492
I16486.AG	I16486
I12782.AG	I12782
I12788.AG	I12788
I12789.AG	I12789
I12794.AG	I12794
I12795.AG	I12795
I12928.AG	I12928
I12929.AG	I12929
I12933.AG	I12933
I12934.AG	I12934
I14544.AG	I14544
I14546.AG	I14546
I16398.TW	I16398
I16411.AG.TW	I16411
I16411.TW	I16411
I16411.AG	I16411
I16470.AG	I16470
I16473.AG	I16473
I16482.AG	I16482
I16483_d.AG	I16483
I16489.AG	I16489
I16490.AG	I16490
I16507.AG	I16507
I16614.AG	I16614
I21316.AG	I21316
I21317.AG	I21317
I21318.AG	I21318
I7633.AG	I7633
I16607.AG	I16607
I16604.AG	I16604
I19288.AG	I19288
I19289.AG	I19289
I19292.AG	I19292
I19295.AG	I19295
I21183.AG	I21183
I36952.TW	I36952
I36953.TW	I36953
I16588.AG	I16588
I14836.AG	I14836
I16393.AG	I16393
I16397.AG.TW	I16397
I16397.AG	I16397
I16397.TW	I16397
I16485.AG	I16485
I19290.AG	I19290
I16464.AG	I16464
I16466.AG	I16466
I16589.AG	I16589
I16501_d.AG	I16501
I16603.AG	I16603
I14548.AG	I14548
I20998.AG	I20998
I14356.AG	I14356
I16608.AG	I16608
I14835.AG	I14835
I21000.AG	I21000
I16478.AG	I16478
I14867.AG	I14867
I16605.AG	I16605
I16606.AG	I16606
I19293.AG	I19293
I19294.AG	I19294
I14355.AG	I14355
I2862.SG	I2862
I2862.DG	I2862
I2862.AG.TW	I2862
I2862.AG	I2862
I2862.TW	I2862
I14357.AG	I14357
I19291.AG.TW	I19291
I19291.TW	I19291
I19291.AG	I19291
I20999.AG	I20999
I16594.AG	I16594
I21001.AG	I21001
I14805.AG	I14805
I2822.AG	I2822
I3140.AG	I3140
I16502.AG	I16502
I16511.AG	I16511
I16512.AG	I16512
I35711.TW	I35711
I35712.TW	I35712
I35712_d.TW	I35712
I35713.TW	I35713
I36958.TW	I36958
S42799_Rabble.11_SQ.TW	I42799
I14838.AG	I14838
I16382.TW	I16382
I16420.AG.TW	I16420
I2831.AG	I2831
I17272.AG	I17272
I17273.AG	I17273
I17274.AG	I17274
I17275.AG	I17275
I17276.AG	I17276
I21004.AG	I21004
I21005.AG	I21005
S42800_Rabble.11_SQ.TW	I42800
S42800_Rabble.11_SQ_d.TW	I42800
S42801_Rabble.11_SQ.TW	I42801
S42802_Rabble.11_SQ.TW	I42802
S42802_Rabble.11_SQ_d.TW	I42802
I36957.TW	I36957
I35736_v57.1.TW	I35736
I2829.AG	I2829
I36959.TW	I36959
I16445.AG	I16445
I16445_d.AG	I16445
I14533_d.AG	I14533
I14534.AG	I14534
I14535.AG	I14535
I14536.AG	I14536
I14537_d.AG	I14537
I14538.AG	I14538
I14539.AG	I14539
I14540.AG	I14540
I14541.AG	I14541
I14542.AG	I14542
I19993.AG	I19993
I2804.AG	I2804
I3128.AG	I3128
I16500.AG	I16500
I21294.AG	I21294
I21296.AG	I21296
I16510.AG	I16510
I2830.AG	I2830
I2827.AG	I2827
I30885_d.TW	I30885
I16509.AG	I16509
S16496_Blob.13_SQ.TW	I16496
S42796_Rabble.11_SQ.TW	I42796
I6649.AG	I6649
I2805.AG	I2805
I21295.AG	I21295
I2806.AG	I2806
I35710.TW	I35710
I16508.AG	I16508
I11996.AG	I11996
I2832.AG	I2832
I16383.AG	I16383
I16385.AG.TW	I16385
I16385.TW	I16385
I16385.AG	I16385
I16389.AG	I16389
I16409.AG	I16409
I16449.AG	I16449
I16451.AG	I16451
I3129.AG	I3129
I2857.AG	I2857
I16392.AG	I16392
I16462.AG	I16462
I16460.AG	I16460
I17269.AG	I17269
I17270.AG	I17270
I17271.AG	I17271
I17277.AG	I17277
I2825.AG	I2825
I21002.AG	I21002
I21003.AG	I21003
I2985.AG	I2985
I2986.AG	I2986
I21006.AG	I21006
I16414.AG	I16414
I36951.TW	I36951
I36956.TW	I36956
S42798_Rabble.11_SQ.TW	I42798
I2801.AG	I2801
I2802.AG	I2802
I21206.AG	I21206
I21244.AG	I21244
I35709.TW	I35709
I16497.AG	I16497
I21210.AG	I21210
I21207.AG	I21207
I21208.AG	I21208
I21209.AG	I21209
I21211.AG	I21211
I21212.AG	I21212
I21213.AG	I21213
I21214.AG	I21214
I21215.AG	I21215
I21235.AG	I21235
I21236.AG	I21236
I21237.AG	I21237
I21238.AG	I21238
I21239.AG	I21239
I21240.AG	I21240
I21241.AG	I21241
I21242.AG	I21242
I21243.AG	I21243
I2803.AG	I2803
S42795_Rabble.11_SQ.TW	I42795
I6650.AG	I6650
I20995.AG	I20995
I16415.AG.TW	I16415
I16415.TW	I16415
I16415.AG	I16415
I14199.AG	I14199
S42797_Rabble.11_SQ.TW	I42797
